applicant_id,age,gender,marital_status,num_dependents,education_level,state,residence_type,employment_type,work_experience_years,monthly_income_inr,bank_balance_avg_3m_inr,savings_rate_pct,upi_monthly_txn_count,upi_monthly_txn_value_inr,mobile_bill_ontime_pct,utility_bill_ontime_pct,gst_filed_regularly,credit_history_months,num_credit_accounts,has_credit_card,has_secured_loan,credit_mix_score,credit_utilization_pct,num_hard_inquiries_12m,num_missed_payments_24m,num_defaults,existing_active_loans,loan_purpose,loan_amount_requested_inr,loan_tenure_months,estimated_emi_inr,debt_to_income_ratio,credit_score,interest_rate_pct,loan_decision
BC00756,62,Male,Single,1,Higher Secondary,Gujarat,Owned,Salaried,4,29648,61320,9.8,41,43027,67.2,44.1,-1,88,7,1,1,3,20.6,3,0,1,2,Personal Loan,942743,12,83233,3.145,727,11.09,Rejected
BC00757,37,Male,Married,2,Graduate,Karnataka,Owned,Salaried,0,155576,57035,24.5,37,195651,77.2,69.5,-1,294,8,1,1,3,35.7,2,0,0,0,Home Loan,2064751,24,96042,0.617,859,8.19,Conditionally Approved
BC00758,25,Female,Married,0,Post Graduate,Madhya Pradesh,Rented,Self-Employed,5,24460,55492,31.9,33,27541,80.8,83.7,1,44,12,0,1,2,6.9,1,3,1,5,Personal Loan,1463285,60,31670,2.317,651,14.6,Rejected
BC00759,49,Male,Married,1,Post Graduate,Punjab,Parental,Self-Employed,7,114319,136246,13.1,35,167521,83.7,61.6,1,184,6,0,0,1,45.9,1,2,0,1,Vehicle Loan,3190283,48,82145,0.762,720,9.86,Under Review
BC00760,24,Female,Married,4,Higher Secondary,West Bengal,Owned,Business Owner,4,301514,835932,13.5,35,152174,67.1,73.2,0,43,5,1,0,2,27.4,0,1,0,0,Home Loan,2575525,12,227389,0.754,814,8.15,Under Review
BC00761,30,Female,Married,0,Graduate,Punjab,Rented,Gig Worker,1,13332,12403,8.8,25,16362,97.2,84.9,-1,52,3,0,0,1,20.3,1,2,0,3,Personal Loan,1380657,48,35550,3.792,724,9.66,Rejected
BC00762,37,Male,Single,1,Secondary,Kerala,Rented,Gig Worker,0,10787,15882,3.5,33,8502,77.0,99.1,-1,19,4,1,0,2,8.9,1,2,3,4,Business Loan,1014211,48,26114,4.275,507,20.77,Rejected
BC00763,30,Male,Married,2,Higher Secondary,Rajasthan,Rented,Business Owner,0,475061,1076090,6.2,38,347991,93.6,95.3,0,22,7,1,1,3,47.0,1,1,0,0,Business Loan,995161,48,25624,0.054,804,7.86,Approved
BC00764,37,Male,Married,2,Graduate,Karnataka,Owned,Unemployed,4,7880,6673,21.4,44,7287,86.6,70.8,-1,6,2,1,1,2,4.0,0,2,0,0,Vehicle Loan,2378767,12,210018,26.652,729,11.12,Rejected
BC00765,40,Female,Married,2,Graduate,Uttar Pradesh,Company Provided,Salaried,13,47207,29607,17.1,28,16074,55.7,45.7,-1,69,1,1,0,1,22.2,0,0,3,2,Credit Card,2757133,240,28084,0.807,577,17.84,Rejected
BC00766,44,Female,Married,3,Graduate,Punjab,Rented,Salaried,1,106554,11492,25.9,24,71928,87.4,83.8,-1,106,2,1,1,2,17.6,1,1,0,3,Home Loan,4869523,36,158961,1.633,806,7.63,Rejected
BC00767,25,Male,Married,0,Secondary,Tamil Nadu,Company Provided,Salaried,6,177458,268865,20.4,37,88633,93.3,50.4,-1,39,11,0,1,2,39.1,0,2,1,5,Vehicle Loan,3136810,48,80768,0.596,671,14.34,Conditionally Approved
BC00768,54,Male,Married,2,Graduate,Karnataka,Owned,Business Owner,10,127603,356394,36.1,27,59518,85.8,70.0,0,16,6,1,0,2,66.9,2,0,0,4,Business Loan,3895979,60,84320,0.818,700,11.69,Rejected
BC00769,26,Male,Single,3,Post Graduate,Tamil Nadu,Rented,Freelancer,3,20368,18663,22.3,34,14356,82.0,53.0,-1,6,7,1,1,3,57.1,0,2,0,1,Vehicle Loan,2744991,120,37502,2.087,668,15.6,Rejected
BC00770,22,Male,Single,0,Graduate,Delhi,Rented,Salaried,5,86035,19427,13.1,40,108638,83.8,57.2,-1,12,0,1,0,1,28.5,1,0,0,0,Personal Loan,1847555,84,31441,0.365,797,9.64,Approved
BC00771,33,Female,Married,2,Higher Secondary,Gujarat,Rented,Freelancer,8,144036,273560,26.2,27,77971,72.4,81.8,-1,11,12,1,1,3,5.5,1,2,1,5,Home Loan,103010,60,2229,0.189,684,14.64,Conditionally Approved
BC00772,63,Female,Married,1,Higher Secondary,Rajasthan,Owned,Salaried,1,69363,18235,26.1,45,65042,77.7,91.5,-1,38,6,1,0,2,49.9,1,0,0,4,Education Loan,957272,180,10760,0.443,728,11.47,Conditionally Approved
BC00773,63,Male,Married,0,Secondary,Gujarat,Company Provided,Freelancer,1,44227,69438,6.0,37,53001,47.4,78.7,-1,116,8,1,0,2,10.6,0,0,0,1,Personal Loan,4424984,12,390675,8.946,791,9.58,Rejected
BC00774,31,Female,Single,1,Graduate,Delhi,Parental,Salaried,0,178504,215354,17.0,36,105168,82.8,74.5,-1,1,11,1,1,3,46.9,1,0,1,5,Education Loan,2546282,120,34787,0.335,659,14.41,Conditionally Approved
BC00775,43,Male,Single,2,Graduate,West Bengal,Owned,Salaried,16,159393,235699,4.4,32,224592,22.2,92.6,-1,0,12,1,1,3,45.3,1,3,0,3,Vehicle Loan,4124411,84,70187,0.534,680,13.57,Conditionally Approved
BC00776,36,Male,Married,3,Graduate,Rajasthan,Rented,Self-Employed,12,68822,39343,7.7,38,92208,79.9,51.2,1,36,13,0,0,1,38.3,3,0,0,3,Business Loan,586364,60,12691,0.402,661,13.15,Conditionally Approved
BC00777,51,Female,Married,2,Secondary,Kerala,Owned,Salaried,7,193455,69951,16.8,36,116347,89.0,54.6,-1,13,13,0,1,2,18.3,4,1,0,4,Education Loan,953057,120,13021,0.171,739,11.61,Conditionally Approved
BC00778,31,Male,Divorced,3,Below Secondary,Punjab,Parental,Salaried,0,138816,315400,10.7,28,206498,67.9,72.6,-1,84,14,1,1,3,21.7,2,1,0,1,Business Loan,1800652,36,58781,0.459,800,8.8,Approved
BC00779,36,Male,Married,0,Below Secondary,Tamil Nadu,Rented,Salaried,2,148053,120283,38.1,30,163303,59.7,93.2,-1,15,2,1,0,1,52.3,1,0,0,3,Personal Loan,1673162,12,147721,1.099,681,14.61,Rejected
BC00780,28,Female,Married,1,Graduate,Karnataka,Owned,Gig Worker,0,17533,42451,9.5,31,11279,80.7,31.6,-1,13,14,1,1,3,18.5,2,5,1,4,Vehicle Loan,4036464,240,41116,3.486,564,17.24,Rejected
BC00781,24,Male,Single,4,Graduate,Rajasthan,Owned,Self-Employed,0,55863,128457,23.0,31,62413,75.3,96.1,1,12,2,0,1,1,20.3,1,0,1,3,Education Loan,4314139,24,200672,3.861,697,13.54,Rejected
BC00782,60,Male,Married,3,Graduate,Telangana,Owned,Salaried,4,159832,107934,22.1,32,175735,67.7,87.5,-1,6,7,1,0,2,8.9,5,1,0,3,Personal Loan,2669909,36,87157,0.639,791,11.37,Conditionally Approved
BC00783,24,Female,Married,1,Graduate,Delhi,Owned,Business Owner,16,476150,1301814,9.3,33,489212,71.2,63.4,0,34,3,1,1,3,43.6,0,0,0,5,Personal Loan,2783864,180,31293,0.118,821,8.69,Approved
BC00784,45,Male,Single,2,Post Graduate,West Bengal,Owned,Business Owner,11,83276,47277,28.0,29,96103,52.4,70.0,1,7,13,1,1,3,28.5,0,0,0,5,Home Loan,713478,240,7268,0.387,785,9.21,Approved
BC00785,23,Male,Single,1,Post Graduate,Telangana,Rented,Salaried,5,48377,116672,25.7,40,30089,95.2,88.7,-1,22,7,1,1,3,68.6,0,0,2,3,Credit Card,4189524,36,136763,3.137,595,20.5,Rejected
BC00786,52,Male,Single,2,Graduate,Rajasthan,Rented,Self-Employed,0,141278,186423,11.3,35,208354,94.5,75.8,1,24,4,0,1,2,58.7,6,1,0,2,Home Loan,1352970,84,23024,0.234,625,13.29,Under Review
BC00787,23,Female,Married,3,Graduate,Gujarat,Rented,Salaried,1,28744,18130,29.6,24,38214,59.9,26.6,-1,0,13,1,0,2,9.2,0,3,2,5,Vehicle Loan,2466207,120,33693,2.042,561,17.71,Rejected
BC00788,47,Male,Single,2,Graduate,West Bengal,Rented,Salaried,1,49995,141012,21.5,43,59739,68.3,93.0,-1,0,2,1,0,1,10.3,1,0,1,1,Personal Loan,1040993,12,91908,1.938,695,14.66,Rejected
BC00789,49,Female,Single,1,Graduate,Punjab,Owned,Business Owner,7,265516,768256,37.6,46,88036,89.2,60.9,1,29,14,1,1,3,39.5,2,0,0,4,Personal Loan,1638049,120,22379,0.16,784,9.25,Approved
BC00790,52,Female,Married,1,Higher Secondary,Madhya Pradesh,Owned,Salaried,8,59542,94254,3.4,35,60046,98.4,88.9,-1,47,3,1,1,3,22.6,0,5,0,4,Business Loan,1009296,48,25988,0.772,671,15.65,Under Review
BC00791,39,Male,Married,1,Graduate,Rajasthan,Rented,Self-Employed,2,24343,35556,7.8,34,27940,70.0,79.1,1,113,13,0,0,1,59.5,2,0,0,1,Home Loan,1863948,60,40341,1.863,672,14.8,Rejected
BC00792,41,Female,Single,2,Higher Secondary,Gujarat,Rented,Business Owner,2,112021,303850,2.2,39,148419,71.3,75.7,1,7,3,1,0,2,26.4,0,0,0,1,Vehicle Loan,312530,180,3513,0.076,792,9.96,Approved
BC00793,25,Female,Married,2,Graduate,Tamil Nadu,Owned,Salaried,0,103931,190069,0.9,34,149181,67.3,58.6,-1,4,7,0,1,2,16.3,2,0,0,1,Business Loan,3681097,48,94783,0.96,790,11.57,Rejected
BC00794,38,Male,Married,4,Higher Secondary,Karnataka,Owned,Self-Employed,1,84443,73593,4.8,43,118138,81.2,29.0,0,2,5,0,0,1,4.6,1,0,0,1,Education Loan,2092361,48,53875,0.697,706,9.52,Under Review
BC00795,48,Female,Married,3,Post Graduate,Uttar Pradesh,Rented,Salaried,3,41715,55609,32.2,35,32840,90.1,53.2,-1,22,6,1,0,2,24.2,2,1,0,0,Home Loan,267767,180,3010,0.072,767,10.4,Approved
BC00796,62,Female,Married,1,Post Graduate,Tamil Nadu,Parental,Unemployed,0,18569,46875,24.2,37,25547,49.6,51.5,-1,39,8,1,1,3,23.2,1,4,0,4,Education Loan,1159970,60,25105,2.429,672,12.31,Rejected
BC00797,42,Male,Single,2,Higher Secondary,Kerala,Rented,Self-Employed,3,129527,335829,12.3,30,38974,92.5,89.3,1,73,14,1,1,3,40.9,0,0,0,0,Business Loan,3920033,84,66709,0.515,813,8.13,Conditionally Approved
BC00798,41,Male,Married,2,Secondary,Tamil Nadu,Owned,Gig Worker,9,27174,76735,18.0,30,19613,74.5,70.1,-1,45,5,1,1,3,33.5,2,1,0,3,Education Loan,696004,60,15063,1.106,716,9.91,Rejected
BC00799,26,Male,Married,1,Post Graduate,West Bengal,Parental,Self-Employed,4,43807,41001,19.1,41,19129,89.9,90.4,1,9,2,1,1,2,21.9,1,1,0,3,Personal Loan,237486,12,20967,0.821,761,11.73,Rejected
BC00800,21,Male,Single,1,Post Graduate,Telangana,Owned,Salaried,0,96425,199779,20.9,36,131107,89.7,84.8,-1,24,14,1,0,2,27.3,2,0,1,4,Vehicle Loan,1678782,120,22936,0.445,716,10.79,Conditionally Approved
BC00801,25,Male,Single,4,Secondary,Gujarat,Rented,Business Owner,1,312318,93173,10.9,30,441486,73.7,74.6,1,96,12,1,1,3,64.0,0,0,0,3,Credit Card,3438284,84,58511,0.235,738,11.15,Conditionally Approved
BC00802,61,Female,Single,2,Post Graduate,Maharashtra,Owned,Unemployed,3,18515,40828,8.7,49,11242,94.1,87.3,-1,15,2,0,0,0,41.1,1,1,0,1,Education Loan,1476360,24,68673,3.979,682,15.08,Rejected
BC00803,32,Male,Married,2,Graduate,Gujarat,Parental,Business Owner,2,347142,601694,3.4,23,257153,84.1,86.5,1,27,10,1,1,3,60.9,2,0,0,0,Personal Loan,1783391,120,24365,0.07,769,10.57,Approved
BC00804,46,Male,Married,2,Secondary,Uttar Pradesh,Rented,Gig Worker,2,30470,25117,26.0,40,45116,73.2,62.7,-1,127,2,0,1,1,27.7,2,0,0,1,Personal Loan,416590,84,7089,0.397,781,11.54,Approved
BC00805,54,Male,Single,1,Higher Secondary,Maharashtra,Rented,Freelancer,3,68218,136329,9.3,39,66804,99.6,50.9,-1,53,11,0,1,2,61.8,4,4,0,3,Personal Loan,144702,60,3132,0.266,583,23.36,Under Review
BC00806,34,Female,Married,2,Graduate,Karnataka,Rented,Salaried,4,99637,49024,13.9,50,89321,82.9,92.5,-1,55,9,1,1,3,27.4,0,2,0,5,Personal Loan,2252661,180,25321,0.505,768,11.06,Conditionally Approved
BC00807,46,Male,Married,3,Below Secondary,Uttar Pradesh,Rented,Salaried,7,95194,101671,3.9,30,85724,75.8,80.5,-1,11,1,1,0,1,20.7,4,4,3,0,Personal Loan,4600056,60,99558,1.046,503,20.86,Rejected
BC00808,47,Male,Single,0,Graduate,West Bengal,Owned,Business Owner,2,356958,450713,7.3,33,405299,70.1,86.7,0,21,0,1,1,2,8.4,3,0,0,1,Personal Loan,1212886,24,56417,0.172,819,7.63,Approved
BC00809,29,Male,Married,1,Post Graduate,West Bengal,Rented,Self-Employed,8,112137,263937,21.4,28,162089,92.7,73.1,1,3,10,0,0,1,36.9,1,2,0,4,Education Loan,4125341,84,70203,0.804,702,11.39,Rejected
BC00810,46,Female,Married,2,Higher Secondary,West Bengal,Rented,Gig Worker,2,12795,12737,7.9,29,9468,59.4,47.9,-1,37,9,1,0,2,6.3,1,1,1,1,Home Loan,2979386,12,263045,20.949,675,13.78,Rejected
BC00811,42,Male,Single,1,Graduate,Madhya Pradesh,Rented,Freelancer,0,96780,23440,7.6,42,49086,92.7,58.7,-1,4,0,1,0,1,68.6,1,5,0,5,Business Loan,3919108,60,84821,1.135,534,20.02,Rejected
BC00812,50,Male,Married,2,Graduate,Delhi,Owned,Salaried,4,173226,108119,19.2,31,90427,46.3,56.2,-1,72,3,0,1,2,21.1,5,4,0,3,Home Loan,4803214,84,81738,0.558,643,14.81,Under Review
BC00813,63,Male,Married,0,Below Secondary,Karnataka,Owned,Salaried,4,175611,327246,33.6,41,56974,92.5,67.1,-1,67,2,1,1,2,58.9,2,4,1,0,Personal Loan,3313647,120,45271,0.258,616,12.23,Under Review
BC00814,37,Male,Married,2,Post Graduate,West Bengal,Rented,Gig Worker,13,17297,2495,3.6,28,16717,75.2,71.3,-1,30,4,1,0,2,12.2,2,4,0,4,Home Loan,3067253,24,142673,9.405,628,12.16,Rejected
BC00815,46,Male,Married,2,Higher Secondary,Uttar Pradesh,Rented,Salaried,6,87068,208743,20.8,39,123196,59.9,58.4,-1,6,11,0,0,1,40.6,2,0,0,0,Personal Loan,1008101,12,89004,1.022,759,9.14,Rejected
BC00816,56,Male,Divorced,1,Graduate,Maharashtra,Owned,Gig Worker,12,40329,109423,24.6,28,46608,91.8,85.3,-1,1,8,1,1,3,34.2,2,1,0,4,Business Loan,4940618,84,84077,2.581,719,11.86,Rejected
BC00817,21,Male,Single,1,Graduate,Telangana,Owned,Self-Employed,11,113300,174103,25.6,38,168993,80.7,98.7,0,63,11,0,0,1,42.5,1,0,1,0,Education Loan,119519,36,3902,0.034,739,9.22,Conditionally Approved
BC00818,28,Female,Married,0,Higher Secondary,West Bengal,Rented,Business Owner,4,84675,182231,14.0,46,117820,59.9,86.1,1,36,12,0,1,2,51.1,2,1,3,3,Home Loan,4955779,60,107257,1.444,520,17.54,Rejected
BC00819,55,Male,Married,1,Higher Secondary,Delhi,Owned,Salaried,3,162103,233714,1.4,37,144309,92.4,53.6,-1,49,7,0,1,2,48.6,5,5,1,4,Personal Loan,1010655,24,47011,0.413,574,19.66,Under Review
BC00820,35,Female,Married,2,Secondary,Tamil Nadu,Rented,Business Owner,4,316317,314866,30.6,39,279580,82.4,86.2,1,14,11,1,1,3,24.2,0,0,0,2,Personal Loan,1246688,12,110068,0.38,866,7.68,Approved
BC00821,42,Male,Single,1,Secondary,West Bengal,Rented,Self-Employed,19,18164,10501,8.3,26,19145,70.9,74.9,1,28,8,1,1,3,9.7,2,1,1,0,Education Loan,2191924,12,193521,10.654,743,10.7,Rejected
BC00822,34,Female,Divorced,2,Graduate,Tamil Nadu,Owned,Self-Employed,7,108078,173213,4.7,34,46811,85.9,73.3,1,55,12,1,0,2,21.3,1,1,2,0,Business Loan,2269583,48,58438,0.541,669,12.46,Rejected
BC00823,46,Female,Married,2,Graduate,Uttar Pradesh,Parental,Salaried,0,27282,76299,8.8,36,28079,79.5,95.7,-1,24,4,1,1,3,61.5,0,0,3,1,Vehicle Loan,3029674,24,140925,5.349,564,21.93,Rejected
BC00824,48,Female,Divorced,0,Graduate,Kerala,Owned,Business Owner,7,120305,322528,6.3,41,103088,87.4,83.3,1,36,7,0,0,1,34.7,0,0,1,4,Business Loan,2342056,12,206776,1.885,662,12.88,Rejected
BC00825,43,Female,Married,2,Graduate,Madhya Pradesh,Parental,Freelancer,0,83207,230227,11.4,32,89139,64.9,73.7,-1,62,3,1,0,2,38.5,2,0,0,5,Education Loan,208988,84,3556,0.343,744,10.9,Conditionally Approved
BC00826,34,Male,Married,2,Graduate,Gujarat,Rented,Salaried,2,187777,545041,13.3,36,183693,66.0,65.4,-1,9,4,1,0,2,9.1,1,0,0,2,Home Loan,2661895,48,68540,0.418,791,11.26,Approved
BC00827,44,Female,Married,1,Graduate,Karnataka,Rented,Salaried,1,194316,112614,19.4,33,130673,74.4,86.0,-1,2,14,0,1,2,45.8,1,1,0,3,Personal Loan,2077787,120,28387,0.223,758,11.86,Approved
BC00828,22,Male,Single,2,Higher Secondary,Uttar Pradesh,Parental,Salaried,5,99964,52473,4.9,35,102894,85.8,71.3,-1,30,11,0,1,2,9.4,2,0,0,1,Credit Card,4283384,84,72892,0.779,783,9.48,Under Review
BC00829,46,Female,Married,0,Graduate,Tamil Nadu,Rented,Business Owner,10,120533,161575,26.6,28,89100,96.1,55.6,1,2,2,0,0,0,39.2,0,0,0,2,Business Loan,4350546,60,94158,0.864,703,11.7,Rejected
BC00830,34,Male,Single,0,Below Secondary,Madhya Pradesh,Parental,Business Owner,1,237256,498001,20.8,41,126587,94.6,70.9,1,58,4,1,1,3,29.4,0,4,2,4,Vehicle Loan,977281,24,45458,0.276,622,15.92,Rejected
BC00831,27,Male,Married,1,Graduate,Delhi,Rented,Self-Employed,0,85442,117492,30.4,29,94848,99.8,84.9,1,50,11,1,0,2,54.6,5,1,0,2,Vehicle Loan,4411707,60,95482,1.235,695,14.16,Rejected
BC00832,23,Female,Single,1,Graduate,Telangana,Rented,Salaried,1,63392,170387,8.9,47,42322,51.5,52.6,-1,85,2,1,1,2,41.4,1,0,0,0,Personal Loan,4500696,240,45845,0.723,760,11.89,Under Review
BC00833,43,Male,Married,2,Higher Secondary,Gujarat,Rented,Salaried,5,32461,70780,4.0,36,44369,56.9,58.2,-1,40,4,0,0,1,20.3,3,0,0,0,Vehicle Loan,4265272,240,43447,1.338,753,9.72,Rejected
BC00834,63,Female,Married,2,Higher Secondary,Madhya Pradesh,Owned,Self-Employed,1,73819,143099,19.7,39,39803,89.1,55.6,1,2,10,1,1,3,36.3,2,1,0,1,Business Loan,3430145,24,159553,2.229,730,11.2,Rejected
BC00835,38,Female,Married,0,Post Graduate,Telangana,Parental,Self-Employed,1,58856,18011,37.1,46,60043,91.0,89.5,0,11,13,1,1,3,75.4,1,0,0,4,Personal Loan,2923382,120,39939,1.018,670,15.84,Rejected
BC00836,58,Male,Single,2,Graduate,West Bengal,Rented,Unemployed,1,11154,6787,17.3,31,10996,73.1,78.8,-1,65,4,0,0,1,32.7,0,1,0,4,Business Loan,3105450,48,79961,8.962,667,14.6,Rejected
BC00837,55,Male,Single,2,Graduate,Gujarat,Rented,Salaried,3,146251,196217,28.2,32,78579,60.3,87.5,-1,7,5,1,1,3,69.9,3,1,1,2,Education Loan,1440179,36,47013,0.39,607,15.1,Under Review
BC00838,35,Male,Married,1,Higher Secondary,Rajasthan,Parental,Business Owner,1,411447,1206151,9.8,46,340622,76.1,47.2,0,47,8,1,0,2,17.6,2,0,0,1,Home Loan,3821414,12,337387,0.832,800,7.83,Rejected
BC00839,45,Female,Married,3,Secondary,Delhi,Company Provided,Self-Employed,6,58461,62541,20.7,43,64930,77.9,60.5,1,60,0,1,1,2,24.6,2,3,0,4,Personal Loan,796470,36,26000,0.787,718,9.58,Under Review
BC00840,57,Female,Single,0,Graduate,Tamil Nadu,Owned,Self-Employed,0,108474,209022,7.1,31,74005,92.6,43.7,0,16,11,0,1,2,14.0,1,0,0,5,Personal Loan,1982893,240,20198,0.417,742,11.28,Conditionally Approved
BC00841,48,Female,Married,3,Post Graduate,Uttar Pradesh,Rented,Business Owner,5,379535,1126394,21.2,35,165704,82.3,44.7,1,15,9,0,1,2,4.6,0,0,0,5,Business Loan,4397633,240,44795,0.184,782,11.78,Approved
BC00842,30,Female,Divorced,1,Graduate,West Bengal,Rented,Business Owner,1,287501,248882,14.4,44,298509,38.2,32.0,1,32,13,0,0,1,14.1,1,4,0,0,Home Loan,1199164,120,16383,0.057,670,15.29,Conditionally Approved
BC00843,59,Male,Divorced,2,Post Graduate,Kerala,Rented,Unemployed,3,10972,6400,8.9,35,6242,74.3,91.3,-1,79,5,1,1,3,31.9,3,0,0,2,Vehicle Loan,1622762,36,52974,5.739,718,11.98,Rejected
BC00844,37,Male,Single,3,Graduate,Rajasthan,Company Provided,Salaried,1,125127,210760,18.7,33,139863,55.0,55.4,-1,10,0,1,0,1,16.1,0,1,0,3,Education Loan,1968517,36,64260,0.633,740,10.28,Conditionally Approved
BC00845,59,Male,Single,2,Graduate,Tamil Nadu,Parental,Salaried,6,173930,295765,9.1,39,227389,55.8,37.9,-1,113,5,1,1,3,14.1,3,1,0,0,Personal Loan,3509544,48,90366,0.52,812,7.81,Conditionally Approved
BC00846,42,Female,Single,0,Graduate,Madhya Pradesh,Rented,Business Owner,14,233887,648679,22.7,36,104788,77.1,56.2,1,36,1,0,1,1,20.1,1,0,0,1,Credit Card,2880095,120,39348,0.19,812,7.86,Approved
BC00847,46,Male,Married,2,Graduate,West Bengal,Rented,Self-Employed,12,148195,26178,30.0,42,122280,56.5,74.7,1,193,7,1,1,3,38.6,2,5,2,4,Credit Card,3479985,120,47544,0.456,557,18.95,Rejected
BC00848,64,Female,Married,1,Graduate,Delhi,Rented,Salaried,4,79312,101630,7.2,34,66139,64.8,80.0,-1,3,10,0,1,2,34.1,1,0,1,0,Home Loan,1361414,24,63326,0.798,701,11.71,Under Review
BC00849,45,Female,Married,2,Graduate,Madhya Pradesh,Rented,Salaried,3,93670,94214,30.0,36,99201,83.9,96.6,-1,5,2,0,0,0,41.4,1,0,0,3,Home Loan,4235727,60,91673,1.139,725,11.4,Rejected
BC00850,37,Male,Divorced,2,Higher Secondary,West Bengal,Owned,Salaried,8,107279,188388,7.8,35,75234,63.6,64.9,-1,70,9,0,1,2,37.0,4,3,0,3,Credit Card,65588,120,896,0.148,673,15.53,Conditionally Approved
BC00851,33,Male,Single,2,Below Secondary,Gujarat,Rented,Freelancer,5,147886,18790,37.3,36,118646,69.8,90.0,-1,80,13,0,0,1,17.1,4,0,0,5,Credit Card,2864268,120,39132,0.434,754,10.83,Approved
BC00852,40,Male,Married,0,Graduate,Karnataka,Owned,Salaried,1,100769,217871,1.0,44,31681,82.8,87.5,-1,23,5,1,0,2,70.9,2,1,0,1,Home Loan,507301,84,8633,0.135,675,14.18,Conditionally Approved
BC00853,45,Female,Married,2,Post Graduate,Madhya Pradesh,Rented,Salaried,8,91677,138109,5.8,34,40971,66.3,56.0,-1,50,5,0,1,2,41.2,0,2,0,0,Home Loan,3912230,180,43976,0.48,718,11.04,Conditionally Approved
BC00854,24,Male,Married,0,Graduate,West Bengal,Rented,Salaried,2,108555,231439,26.8,21,106800,62.2,82.4,-1,80,14,1,1,3,42.2,0,0,0,2,Home Loan,3260101,36,106423,1.072,800,7.87,Rejected
BC00855,30,Male,Single,1,Post Graduate,Karnataka,Owned,Salaried,1,153379,214522,9.9,40,85750,98.8,57.5,-1,1,3,1,0,2,35.3,0,0,0,0,Credit Card,4067763,12,359136,2.341,770,11.8,Rejected
BC00856,23,Female,Married,2,Graduate,Gujarat,Parental,Salaried,1,126665,186851,12.3,33,59975,93.2,80.8,-1,34,4,1,1,3,6.5,0,0,2,5,Home Loan,4775296,36,155885,1.428,665,15.79,Rejected
BC00857,61,Male,Single,2,Higher Secondary,Karnataka,Owned,Self-Employed,1,61335,165426,15.5,33,42278,39.0,57.4,1,76,1,0,0,0,12.0,1,3,2,3,Vehicle Loan,97361,24,4529,0.318,526,16.15,Rejected
BC00858,38,Male,Married,2,Graduate,Karnataka,Rented,Salaried,3,93803,66751,20.3,43,46549,69.0,79.7,-1,20,9,1,0,2,8.4,0,0,0,1,Education Loan,2289665,24,106504,1.189,846,8.06,Rejected
BC00859,56,Female,Single,0,Graduate,Punjab,Rented,Gig Worker,1,42335,30935,28.5,37,15729,93.5,90.0,-1,14,14,0,0,1,44.4,4,0,0,1,Home Loan,4210244,24,195840,4.744,749,11.84,Rejected
BC00860,42,Female,Married,3,Higher Secondary,West Bengal,Parental,Salaried,0,116703,201019,16.5,36,74763,66.8,80.5,-1,63,9,1,1,3,15.7,0,0,0,2,Vehicle Loan,4258981,60,92176,0.876,818,7.83,Rejected
BC00861,54,Female,Married,2,Post Graduate,Madhya Pradesh,Parental,Self-Employed,0,49785,100299,20.0,32,24755,49.5,72.2,1,16,7,1,1,3,32.5,3,0,0,1,Personal Loan,4009978,12,354035,7.212,724,9.6,Rejected
BC00862,28,Male,Single,1,Graduate,Gujarat,Rented,Freelancer,4,100016,112878,7.2,36,125948,86.3,84.3,-1,0,9,1,1,3,40.2,0,1,0,5,Education Loan,2008970,48,51728,0.767,734,9.3,Under Review
BC00863,60,Male,Single,4,Higher Secondary,Punjab,Owned,Business Owner,6,486742,781991,17.1,32,182620,77.5,71.1,1,128,6,1,0,2,47.0,1,4,2,5,Personal Loan,1765979,60,38221,0.13,577,20.2,Rejected
BC00864,64,Female,Widowed,3,Post Graduate,Kerala,Rented,Self-Employed,1,81253,61816,17.9,31,97254,69.6,74.7,1,35,9,1,1,3,14.9,4,0,1,5,Business Loan,3473604,24,161575,2.296,694,14.77,Rejected
BC00865,39,Male,Single,0,Higher Secondary,Tamil Nadu,Rented,Salaried,0,27011,13347,15.3,31,20511,79.2,78.6,-1,68,5,0,0,1,74.0,3,0,0,1,Business Loan,2558894,60,55382,2.235,698,13.56,Rejected
BC00866,62,Female,Married,2,Below Secondary,Tamil Nadu,Owned,Salaried,0,145234,114875,21.3,37,161266,69.3,90.5,-1,69,6,1,1,3,39.9,2,2,1,1,Home Loan,1894348,48,48777,0.37,676,12.28,Conditionally Approved
BC00867,61,Male,Divorced,2,Higher Secondary,Karnataka,Owned,Business Owner,12,454470,1253193,7.5,41,165076,86.3,48.1,1,2,11,0,1,2,47.4,1,0,0,5,Home Loan,809848,180,9103,0.075,748,11.16,Conditionally Approved
BC00868,57,Male,Single,0,Post Graduate,Rajasthan,Owned,Unemployed,3,6007,14569,5.3,41,8439,71.3,86.0,-1,7,0,1,1,2,25.2,2,3,0,1,Personal Loan,1459277,12,128837,22.28,676,14.39,Rejected
BC00869,26,Male,Married,1,Graduate,Telangana,Owned,Business Owner,3,323586,163965,7.8,36,395050,69.0,74.0,1,14,13,0,1,2,8.8,0,0,0,1,Personal Loan,1642023,60,35538,0.125,823,8.54,Approved
BC00870,46,Female,Married,2,Graduate,Punjab,Rented,Self-Employed,0,123297,28978,8.8,36,57724,70.9,76.8,1,15,13,0,1,2,32.9,2,0,0,3,Education Loan,172366,12,15218,0.245,746,11.42,Conditionally Approved
